21.0.0.0,21.104.161.247,NA,US,Ohio,"Columbus (East Columbus)",39.9829,-82.9105
21.104.161.248,21.104.161.248,NA,US,"New Jersey",Newark,40.7357,-74.1724
21.104.161.249,22.255.255.255,NA,US,Ohio,"Columbus (East Columbus)",39.9829,-82.9105
