11.0.0.0,11.0.0.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
11.0.1.0,11.11.10.255,NA,US,Ohio,"Columbus (East Columbus)",39.9829,-82.9105
11.11.11.0,11.11.11.255,EU,FR,"Provence-Alpes-Côte d'Azur",Marseille,43.2965,5.36978
11.11.12.0,11.100.0.255,NA,US,Ohio,"Columbus (East Columbus)",39.9829,-82.9105
11.100.1.0,11.100.1.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
11.100.2.0,11.255.255.255,NA,US,Ohio,"Columbus (East Columbus)",39.9829,-82.9105
