72.0.0.0,72.0.1.255,NA,US,Minnesota,Minneapolis,44.9833,-93.2667
72.0.2.0,72.0.3.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
72.0.4.0,72.0.5.255,NA,US,Florida,Miami,25.7891,-80.204
72.0.6.0,72.0.7.255,NA,US,Minnesota,Minneapolis,44.9833,-93.2667
72.0.8.0,72.0.9.255,NA,US,Florida,Miami,25.7891,-80.204
72.0.10.0,72.0.10.255,NA,US,Minnesota,Minneapolis,44.9833,-93.2667
72.0.11.0,72.0.15.255,NA,US,Florida,Miami,25.7891,-80.204
72.0.16.0,72.0.17.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
72.0.18.0,72.0.18.255,NA,US,Massachusetts,Braintree,42.2275,-71.0293
72.0.19.0,72.0.19.255,NA,US,"District of Columbia","Washington D.C.",38.9072,-77.0369
72.0.20.0,72.0.21.255,NA,US,Massachusetts,Braintree,42.2275,-71.0293
72.0.22.0,72.0.22.255,NA,US,Minnesota,Minneapolis,44.9833,-93.2667
72.0.23.0,72.0.23.255,NA,US,Massachusetts,Braintree,42.2275,-71.0293
72.0.24.0,72.0.27.255,NA,US,Minnesota,Minneapolis,44.9833,-93.2667
72.0.28.0,72.0.28.255,NA,US,Massachusetts,Braintree,42.2275,-71.0293
72.0.29.0,72.0.29.255,NA,US,Florida,Miami,25.7891,-80.204
72.0.30.0,72.0.31.255,NA,US,Massachusetts,Braintree,42.2275,-71.0293
72.0.32.0,72.0.47.135,NA,US,"New Mexico",Alamogordo,32.9001,-105.952
72.0.47.136,72.0.47.255,NA,US,"New Mexico",Alamogordo,32.8995,-105.96
72.0.48.0,72.0.63.255,NA,US,Illinois,Chicago,41.8781,-87.6298
72.0.64.0,72.0.64.255,NA,US,Louisiana,Grabow,30.7958,-93.3288
72.0.65.0,72.0.77.255,NA,CA,Ontario,"Oshawa (Centennial)",43.9338,-78.8689
72.0.78.0,72.0.79.255,NA,CA,Ontario,Toronto,43.6532,-79.3832
72.0.80.0,72.0.95.255,NA,US,California,"Sacramento (Central Sacramento)",38.5755,-121.498
72.0.96.0,72.0.99.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
72.0.100.0,72.0.100.255,NA,US,Florida,"North Miami Beach",25.9252,-80.1778
72.0.101.0,72.0.101.255,NA,US,Florida,Davie,26.0736,-80.2118
72.0.102.0,72.0.106.255,NA,US,Florida,"Orlando (Northeast Orlando)",28.5519,-81.3389
72.0.107.0,72.0.107.255,NA,US,Florida,Parkland,26.3075,-80.2386
72.0.108.0,72.0.108.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
72.0.109.0,72.0.110.255,NA,US,Florida,"Miami (Downtown Miami)",25.7824,-80.1901
72.0.111.0,72.0.111.255,NA,US,Florida,"Tampa (New Tampa)",28.1431,-82.3271
72.0.112.0,72.0.112.255,NA,US,Florida,Miami,25.7891,-80.204
72.0.113.0,72.0.115.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
72.0.116.0,72.0.116.255,NA,US,Florida,"Palm Bay",28.041,-80.595
72.0.117.0,72.0.119.255,NA,US,"New Jersey",Newark,40.7357,-74.1724
72.0.120.0,72.0.127.255,NA,US,Florida,"St. Petersburg",27.769,-82.6345
72.0.128.0,72.0.128.255,NA,US,"New York","Albany (Downtown)",42.65,-73.752
72.0.129.0,72.0.129.255,NA,US,"New York","Albany (Dunes)",42.7032,-73.8565
72.0.130.0,72.0.130.255,NA,US,"New York",Troy,42.6762,-73.6948
72.0.131.0,72.0.131.255,NA,US,"New York",Albany,42.6975,-73.8125
72.0.132.0,72.0.132.255,NA,US,"New York","Glens Falls",43.2938,-73.6461
72.0.133.0,72.0.133.255,NA,US,Michigan,"Traverse City",44.7631,-85.6206
72.0.134.0,72.0.134.255,NA,US,"New York",Schenectady,42.8201,-73.9165
72.0.135.0,72.0.135.255,NA,US,Michigan,"Traverse City",44.7631,-85.6206
72.0.136.0,72.0.136.255,NA,US,"New York",Albany,42.7183,-73.7953
72.0.137.0,72.0.138.7,NA,US,"New York",Cohoes,42.7585,-73.7002
72.0.138.8,72.0.138.255,NA,US,"New York",Glenmont,42.6221,-73.7865
72.0.139.0,72.0.139.255,NA,US,"New York",Canandaigua,42.8891,-77.2789
72.0.140.0,72.0.140.255,NA,US,"New York",Halfmoon,42.8467,-73.7578
72.0.141.0,72.0.141.255,NA,US,"New York","Albany (Downtown)",42.6494,-73.7511
72.0.142.0,72.0.142.255,NA,US,"New York",Monticello,41.6625,-74.6993
72.0.143.0,72.0.144.255,NA,US,"New York","Albany (Downtown)",42.6494,-73.7511
72.0.145.0,72.0.145.255,NA,US,"New York","Albany (Downtown)",42.65,-73.752
72.0.146.0,72.0.146.255,NA,US,"New York","Albany (Sheridan Hollow)",42.6533,-73.7545
72.0.147.0,72.0.148.3,NA,US,"New York","Albany (Downtown)",42.6494,-73.7511
72.0.148.4,72.0.149.7,NA,US,Michigan,"Traverse City",44.7631,-85.6206
72.0.149.8,72.0.149.255,NA,US,"New York","Flagler Corners",42.8662,-73.7959
72.0.150.0,72.0.150.255,NA,US,"New York","Albany (Downtown)",42.6494,-73.7511
72.0.151.0,72.0.151.255,NA,US,"New York",Monticello,41.6556,-74.6893
72.0.152.0,72.0.152.255,NA,US,"New York","Albany (North Albany - Shaker Park)",42.6755,-73.7352
72.0.153.0,72.0.153.255,NA,US,"New York","Albany (Downtown)",42.6494,-73.7511
72.0.154.0,72.0.154.255,NA,US,"New York",Albany,42.6836,-73.7774
72.0.155.0,72.0.155.255,NA,US,"New York",Albany,42.6808,-73.7637
72.0.156.0,72.0.156.255,NA,US,"New York",Albany,42.7222,-73.8007
72.0.157.0,72.0.157.255,NA,US,"New York","Albany (Downtown)",42.6503,-73.7529
72.0.158.0,72.0.159.255,NA,US,"New York","Albany (Pine Hills)",42.664,-73.7856
72.0.160.0,72.0.191.255,NA,US,Oregon,Bend,44.0582,-121.315
72.0.192.0,72.0.192.255,NA,CA,Quebec,"Montreal (Saint-Laurent)",45.4979,-73.732
72.0.193.0,72.0.193.255,NA,CA,Quebec,Beaconsfield,45.4333,-73.8477
72.0.194.0,72.0.194.255,NA,CA,Quebec,"Montreal (Saint-Laurent)",45.4979,-73.732
72.0.195.0,72.0.195.255,NA,CA,Quebec,Montreal,45.5017,-73.5673
72.0.196.0,72.0.197.255,NA,CA,Quebec,"Montreal (Saint-Laurent)",45.4979,-73.732
72.0.198.0,72.0.199.255,NA,CA,Quebec,"Saguenay (Chicoutimi)",48.4212,-71.0402
72.0.200.0,72.0.200.255,NA,CA,Quebec,"Montreal (Saint-Laurent)",45.4979,-73.732
72.0.201.0,72.0.201.159,NA,CA,Ontario,"Toronto (Old Toronto)",43.648,-79.3744
72.0.201.160,72.0.205.255,NA,CA,Quebec,"Montreal (Saint-Laurent)",45.4979,-73.732
72.0.206.0,72.0.211.255,NA,CA,Ontario,Toronto,43.6532,-79.3832
72.0.212.0,72.0.212.255,NA,CA,Quebec,Montreal,45.5017,-73.5673
72.0.213.0,72.0.213.255,NA,CA,Quebec,"Montreal (Villeray—Saint-Michel—Parc-Extension)",45.5427,-73.6162
72.0.214.0,72.0.214.255,NA,CA,Quebec,"Montreal (Le Plateau-Mont-Royal)",45.5251,-73.5912
72.0.215.0,72.0.217.255,NA,CA,Quebec,"Montreal (Saint-Laurent)",45.4979,-73.732
72.0.218.0,72.0.218.255,NA,CA,Quebec,"Montreal (Ville-Marie)",45.5026,-73.5693
